room_id,user_id,session_id,pos_x,pos_y,width,height,explored,has_monster,has_chest,has_trap,has_shop,discovered_at,metadata
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T22:55:16.685451,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T22:55:16.685451,"{""dice_roll"": [6, 5, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,7,-9,6,5,True,True,False,True,False,2026-01-27T22:55:16.685451,"{""dice_roll"": [6, 5, 2], ""doors_count"": 2, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T22:55:23.442799,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T22:55:23.444808,"{""dice_roll"": [6, 5, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,7,-9,6,5,True,True,False,True,False,2026-01-27T22:55:23.444808,"{""dice_roll"": [6, 5, 2], ""doors_count"": 2, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T22:55:24.440868,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T22:55:24.440868,"{""dice_roll"": [6, 5, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,7,-9,6,5,True,True,False,True,False,2026-01-27T22:55:24.440868,"{""dice_roll"": [6, 5, 2], ""doors_count"": 2, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T22:55:25.342274,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T22:55:25.342736,"{""dice_roll"": [6, 5, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,7,-9,6,5,True,False,False,True,False,2026-01-27T22:55:25.344751,"{""dice_roll"": [6, 5, 2], ""doors_count"": 2, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T22:55:44.501131,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T22:55:44.501131,"{""dice_roll"": [6, 5, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,7,-9,6,5,True,False,False,True,False,2026-01-27T22:55:44.501131,"{""dice_roll"": [6, 5, 2], ""doors_count"": 2, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T22:55:45.817774,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T22:55:45.817774,"{""dice_roll"": [6, 5, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,7,-9,6,5,True,False,False,True,False,2026-01-27T22:55:45.817774,"{""dice_roll"": [6, 5, 2], ""doors_count"": 2, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T22:55:47.751160,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T22:55:47.751160,"{""dice_roll"": [6, 5, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,7,-9,6,5,True,False,False,True,False,2026-01-27T22:55:47.752436,"{""dice_roll"": [6, 5, 2], ""doors_count"": 2, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T22:55:49.851228,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T22:55:49.859491,"{""dice_roll"": [6, 5, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,7,-9,6,5,True,False,False,True,False,2026-01-27T22:55:49.859491,"{""dice_roll"": [6, 5, 2], ""doors_count"": 2, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T22:55:51.217616,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T22:55:51.217616,"{""dice_roll"": [6, 5, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,7,-9,6,5,True,False,False,True,False,2026-01-27T22:55:51.226077,"{""dice_roll"": [6, 5, 2], ""doors_count"": 2, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T22:55:52.617797,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T22:55:52.617797,"{""dice_roll"": [6, 5, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,7,-9,6,5,True,False,False,True,False,2026-01-27T22:55:52.617797,"{""dice_roll"": [6, 5, 2], ""doors_count"": 2, ""is_dragon_room"": false, ""level"": 3}"
room_4,6617937376,6617937376_20260127210802,16,-8,4,4,True,False,True,True,False,2026-01-27T22:55:52.617797,"{""dice_roll"": [4, 4, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T22:56:00.686410,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T22:56:00.692310,"{""dice_roll"": [6, 5, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,7,-9,6,5,True,False,False,True,False,2026-01-27T22:56:00.692742,"{""dice_roll"": [6, 5, 2], ""doors_count"": 2, ""is_dragon_room"": false, ""level"": 3}"
room_4,6617937376,6617937376_20260127210802,16,-8,4,4,True,False,True,True,False,2026-01-27T22:56:00.692742,"{""dice_roll"": [4, 4, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T22:56:02.242747,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T22:56:02.244755,"{""dice_roll"": [6, 5, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,7,-9,6,5,True,False,False,True,False,2026-01-27T22:56:02.244755,"{""dice_roll"": [6, 5, 2], ""doors_count"": 2, ""is_dragon_room"": false, ""level"": 3}"
room_4,6617937376,6617937376_20260127210802,16,-8,4,4,True,False,True,True,False,2026-01-27T22:56:02.244755,"{""dice_roll"": [4, 4, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T22:56:03.467086,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T22:56:03.467801,"{""dice_roll"": [6, 5, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,7,-9,6,5,True,False,False,True,False,2026-01-27T22:56:03.467801,"{""dice_roll"": [6, 5, 2], ""doors_count"": 2, ""is_dragon_room"": false, ""level"": 3}"
room_4,6617937376,6617937376_20260127210802,16,-8,4,4,True,False,True,True,False,2026-01-27T22:56:03.469311,"{""dice_roll"": [4, 4, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_5,6617937376,6617937376_20260127210802,15,-16,5,5,True,True,False,False,True,2026-01-27T22:56:03.469311,"{""dice_roll"": [5, 5, 2], ""doors_count"": 2, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,True,False,False,2026-01-27T23:06:29.492411,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:06:32.146004,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:06:34.544761,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-1,-6,5,3,True,True,False,False,False,2026-01-27T23:06:34.544761,"{""dice_roll"": [5, 3, 2], ""doors_count"": 2, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:06:50.025988,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-1,-6,5,3,True,True,False,False,False,2026-01-27T23:06:50.025988,"{""dice_roll"": [5, 3, 2], ""doors_count"": 2, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:07:46.285893,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-1,-6,5,3,True,True,False,False,False,2026-01-27T23:07:46.291920,"{""dice_roll"": [5, 3, 2], ""doors_count"": 2, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,-1,-12,5,3,True,True,False,True,False,2026-01-27T23:07:46.292310,"{""dice_roll"": [5, 3, 2], ""doors_count"": 2, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:23:47.000092,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:23:50.175045,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:23:51.425156,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T23:23:51.425156,"{""dice_roll"": [6, 5, 1], ""doors_count"": 1, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:23:54.493593,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T23:23:54.493593,"{""dice_roll"": [6, 5, 1], ""doors_count"": 1, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:23:56.417127,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T23:23:56.417771,"{""dice_roll"": [6, 5, 1], ""doors_count"": 1, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:23:57.841662,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T23:23:57.841662,"{""dice_roll"": [6, 5, 1], ""doors_count"": 1, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:23:59.206628,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T23:23:59.206628,"{""dice_roll"": [6, 5, 1], ""doors_count"": 1, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:24:00.874860,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T23:24:00.884201,"{""dice_roll"": [6, 5, 1], ""doors_count"": 1, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:24:02.060213,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T23:24:02.060213,"{""dice_roll"": [6, 5, 1], ""doors_count"": 1, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,-1,6,4,6,True,False,True,True,False,2026-01-27T23:24:02.060213,"{""dice_roll"": [4, 6, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:24:03.441546,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T23:24:03.444054,"{""dice_roll"": [6, 5, 1], ""doors_count"": 1, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,-1,6,4,6,True,False,True,True,False,2026-01-27T23:24:03.444054,"{""dice_roll"": [4, 6, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:24:06.685144,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T23:24:06.691068,"{""dice_roll"": [6, 5, 1], ""doors_count"": 1, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,-1,6,4,6,True,False,False,True,False,2026-01-27T23:24:06.691068,"{""dice_roll"": [4, 6, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:24:23.058435,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T23:24:23.058435,"{""dice_roll"": [6, 5, 1], ""doors_count"": 1, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,-1,6,4,6,True,False,False,True,False,2026-01-27T23:24:23.060443,"{""dice_roll"": [4, 6, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:24:24.674860,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T23:24:24.674860,"{""dice_roll"": [6, 5, 1], ""doors_count"": 1, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,-1,6,4,6,True,False,False,True,False,2026-01-27T23:24:24.674860,"{""dice_roll"": [4, 6, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:24:26.341214,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T23:24:26.341214,"{""dice_roll"": [6, 5, 1], ""doors_count"": 1, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,-1,6,4,6,True,False,False,True,False,2026-01-27T23:24:26.341214,"{""dice_roll"": [4, 6, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:24:27.710054,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T23:24:27.710054,"{""dice_roll"": [6, 5, 1], ""doors_count"": 1, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,-1,6,4,6,True,False,False,True,False,2026-01-27T23:24:27.710054,"{""dice_roll"": [4, 6, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:24:29.335109,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T23:24:29.335109,"{""dice_roll"": [6, 5, 1], ""doors_count"": 1, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,-1,6,4,6,True,False,False,True,False,2026-01-27T23:24:29.335109,"{""dice_roll"": [4, 6, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:24:30.535044,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T23:24:30.535044,"{""dice_roll"": [6, 5, 1], ""doors_count"": 1, ""is_dragon_room"": false, ""level"": 3}"
room_3,6617937376,6617937376_20260127210802,-1,6,4,6,True,False,False,True,False,2026-01-27T23:24:30.535044,"{""dice_roll"": [4, 6, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 3}"
room_4,6617937376,6617937376_20260127210802,6,0,2,2,True,True,True,False,False,2026-01-27T23:24:30.541432,"{""dice_roll"": [2, 2, 2], ""doors_count"": 1, ""is_dragon_room"": false, ""level"": 1}"
room_1,6617937376,6617937376_20260127210802,0,0,3,3,True,False,False,False,False,2026-01-27T23:24:51.368511,"{""dice_roll"": [3, 3, 4], ""doors_count"": 4, ""is_dragon_room"": false, ""level"": 2}"
room_2,6617937376,6617937376_20260127210802,-2,-8,6,5,True,False,False,False,False,2026-01-27T23:24:51.374440,"{""dice_roll"": [6, 5, 1], ""doors_count"": 1, ""is_dragon_room"": false, ""level"": 3}"
